Year,Month,Station_Code,Station_Name,Latitude,Longitude,LST
2022,1,418,한강,37.52489,126.93904,3.549922444572303
2022,1,419,중구,37.55236,126.98736,-3.777255701784725
2022,1,421,성동,37.54721,127.03885,1.3632208437549025
2022,1,422,북악산,37.60344,126.98437,-2.0817010015599635
2022,1,423,구로,37.49328,126.82629,3.4281658067379794
2022,1,424,강북,37.63801,127.00981,0.2301959187826128
2022,1,425,남현,37.46347,126.98154,2.238816211685105
2022,1,509,관악,37.45284,126.95015,-1.4257575400682185
2022,1,510,영등포,37.52706,126.90705,1.9825560251657066
2022,1,889,현충원,37.50036,126.97652,1.3010569469624897
2017,8,400,강남,37.4982,127.08162,22.499479329882547
2017,8,401,서초,37.48462,127.02601,25.09225470854153
2017,8,402,강동,37.55556,127.14498,23.746844507243907
2017,8,403,송파,37.51151,127.0967,26.530828435440526
2017,8,404,강서,37.5739,126.82953,24.27892276416901
2017,8,405,양천,37.52823,126.87937,27.642668546216385
2017,8,406,도봉,37.66557,127.03042,22.676616305095024
2017,8,407,노원,37.62186,127.09192,20.073645852673337
